label,text,text_clean,tokens,tokens_stemmed,tokens_lemmatized,text_tokens,text_stemmed,text_lemmatized
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm gn ge gnt,"['edison', 'rightly', 'said', 'fool', 'ask', 'questions', 'wise', 'man', 'answer', 'know', 'us', 'speechless', 'viva', 'gm', 'gn', 'ge', 'gnt']","['edison', 'rightli', 'said', 'fool', 'ask', 'question', 'wise', 'man', 'answer', 'know', 'us', 'speechless', 'viva', 'gm', 'gn', 'ge', 'gnt']","['edison', 'rightly', 'say', 'fool', 'ask', 'question', 'wise', 'man', 'answer', 'know', 'u', 'speechless', 'viva', 'gm', 'gn', 'ge', 'gnt']",edison rightly said fool ask questions wise man answer know us speechless viva gm gn ge gnt,edison rightli said fool ask question wise man answer know us speechless viva gm gn ge gnt,edison rightly say fool ask question wise man answer know u speechless viva gm gn ge gnt
ham,I will vote for wherever my heart guides me,i will vote for wherever my heart guides me,"['vote', 'wherever', 'heart', 'guides']","['vote', 'wherev', 'heart', 'guid']","['vote', 'wherever', 'heart', 'guide']",vote wherever heart guides,vote wherev heart guid,vote wherever heart guide
ham,With my sis lor... We juz watched italian job.,with my sis lor we juz watched italian job,"['sis', 'lor', 'juz', 'watched', 'italian', 'job']","['si', 'lor', 'juz', 'watch', 'italian', 'job']","['si', 'lor', 'juz', 'watch', 'italian', 'job']",sis lor juz watched italian job,si lor juz watch italian job,si lor juz watch italian job
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you,"['tick', 'tick', 'tick', 'could', 'die', 'loneliness', 'know', 'pouts', 'stomps', 'feet', 'need']","['tick', 'tick', 'tick', 'could', 'die', 'loneli', 'know', 'pout', 'stomp', 'feet', 'need']","['tick', 'tick', 'tick', 'could', 'die', 'loneliness', 'know', 'pout', 'stomps', 'foot', 'need']",tick tick tick could die loneliness know pouts stomps feet need,tick tick tick could die loneli know pout stomp feet need,tick tick tick could die loneliness know pout stomps foot need
ham,Lmao you know me so well...,lmao you know me so well,"['lmao', 'know', 'well']","['lmao', 'know', 'well']","['lmao', 'know', 'well']",lmao know well,lmao know well,lmao know well
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for the very latest offers or call optout lf,"['double', 'mins', 'double', 'txt', 'price', 'linerental', 'latest', 'orange', 'bluetooth', 'mobiles', 'call', 'mobileupd', 'latest', 'offers', 'call', 'optout', 'lf']","['doubl', 'min', 'doubl', 'txt', 'price', 'linerent', 'latest', 'orang', 'bluetooth', 'mobil', 'call', 'mobileupd', 'latest', 'offer', 'call', 'optout', 'lf']","['double', 'min', 'double', 'txt', 'price', 'linerental', 'late', 'orange', 'bluetooth', 'mobile', 'call', 'mobileupd', 'late', 'offer', 'call', 'optout', 'lf']",double mins double txt price linerental latest orange bluetooth mobiles call mobileupd latest offers call optout lf,doubl min doubl txt price linerent latest orang bluetooth mobil call mobileupd latest offer call optout lf,double min double txt price linerental late orange bluetooth mobile call mobileupd late offer call optout lf
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,am on a train back from northampton so i m afraid not i m staying skyving off today ho ho will be around wednesday though do you fancy the comedy club this week by the way,"['train', 'back', 'northampton', 'afraid', 'staying', 'skyving', 'today', 'ho', 'ho', 'around', 'wednesday', 'though', 'fancy', 'comedy', 'club', 'week', 'way']","['train', 'back', 'northampton', 'afraid', 'stay', 'skyve', 'today', 'ho', 'ho', 'around', 'wednesday', 'though', 'fanci', 'comedi', 'club', 'week', 'way']","['train', 'back', 'northampton', 'afraid', 'stay', 'skyving', 'today', 'ho', 'ho', 'around', 'wednesday', 'though', 'fancy', 'comedy', 'club', 'week', 'way']",train back northampton afraid staying skyving today ho ho around wednesday though fancy comedy club week way,train back northampton afraid stay skyve today ho ho around wednesday though fanci comedi club week way,train back northampton afraid stay skyving today ho ho around wednesday though fancy comedy club week way
ham,Goodnight da thangam I really miss u dear.,goodnight da thangam i really miss u dear,"['goodnight', 'da', 'thangam', 'really', 'miss', 'dear']","['goodnight', 'da', 'thangam', 'realli', 'miss', 'dear']","['goodnight', 'da', 'thangam', 'really', 'miss', 'dear']",goodnight da thangam really miss dear,goodnight da thangam realli miss dear,goodnight da thangam really miss dear
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,hey next sun there s a basic yoga course at bugis we can go for that pilates intro next sat tell me what time you r free,"['hey', 'next', 'sun', 'basic', 'yoga', 'course', 'bugis', 'go', 'pilates', 'intro', 'next', 'sat', 'tell', 'time', 'free']","['hey', 'next', 'sun', 'basic', 'yoga', 'cours', 'bugi', 'go', 'pilat', 'intro', 'next', 'sat', 'tell', 'time', 'free']","['hey', 'next', 'sun', 'basic', 'yoga', 'course', 'bugis', 'go', 'pilates', 'intro', 'next', 'sat', 'tell', 'time', 'free']",hey next sun basic yoga course bugis go pilates intro next sat tell time free,hey next sun basic yoga cours bugi go pilat intro next sat tell time free,hey next sun basic yoga course bugis go pilates intro next sat tell time free
ham,"Geeeee ... Your internet is really bad today, eh ?",geeeee your internet is really bad today eh,"['geeeee', 'internet', 'really', 'bad', 'today', 'eh']","['geeeee', 'internet', 'realli', 'bad', 'today', 'eh']","['geeeee', 'internet', 'really', 'bad', 'today', 'eh']",geeeee internet really bad today eh,geeeee internet realli bad today eh,geeeee internet really bad today eh
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,free video camera phones with half price line rental for mths and cross ntwk mins txts call mobileupd or call optout,"['free', 'video', 'camera', 'phones', 'half', 'price', 'line', 'rental', 'mths', 'cross', 'ntwk', 'mins', 'txts', 'call', 'mobileupd', 'call', 'optout']","['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', 'mth', 'cross', 'ntwk', 'min', 'txt', 'call', 'mobileupd', 'call', 'optout']","['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', 'mths', 'cross', 'ntwk', 'min', 'txts', 'call', 'mobileupd', 'call', 'optout']",free video camera phones half price line rental mths cross ntwk mins txts call mobileupd call optout,free video camera phone half price line rental mth cross ntwk min txt call mobileupd call optout,free video camera phone half price line rental mths cross ntwk min txts call mobileupd call optout
ham,I think i am disturbing her da,i think i am disturbing her da,"['think', 'disturbing', 'da']","['think', 'disturb', 'da']","['think', 'disturb', 'da']",think disturbing da,think disturb da,think disturb da
ham,"Sorry, I'll call you  later. I am in meeting sir.",sorry i ll call you later i am in meeting sir,"['sorry', 'call', 'later', 'meeting', 'sir']","['sorri', 'call', 'later', 'meet', 'sir']","['sorry', 'call', 'later', 'meeting', 'sir']",sorry call later meeting sir,sorri call later meet sir,sorry call later meeting sir
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,havent stuck at orchard in my dad s car going dinner now u leh so r they free tonight,"['havent', 'stuck', 'orchard', 'dad', 'car', 'going', 'dinner', 'leh', 'free', 'tonight']","['havent', 'stuck', 'orchard', 'dad', 'car', 'go', 'dinner', 'leh', 'free', 'tonight']","['havent', 'stick', 'orchard', 'dad', 'car', 'go', 'dinner', 'leh', 'free', 'tonight']",havent stuck orchard dad car going dinner leh free tonight,havent stuck orchard dad car go dinner leh free tonight,havent stick orchard dad car go dinner leh free tonight
ham,Ok i also wan 2 watch e 9 pm show...,ok i also wan watch e pm show,"['ok', 'also', 'wan', 'watch', 'pm', 'show']","['ok', 'also', 'wan', 'watch', 'pm', 'show']","['ok', 'also', 'wan', 'watch', 'pm', 'show']",ok also wan watch pm show,ok also wan watch pm show,ok also wan watch pm show
ham,I dunno lei... Like dun haf...,i dunno lei like dun haf,"['dunno', 'lei', 'like', 'dun', 'haf']","['dunno', 'lei', 'like', 'dun', 'haf']","['dunno', 'lei', 'like', 'dun', 'haf']",dunno lei like dun haf,dunno lei like dun haf,dunno lei like dun haf
ham,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,but your brother transfered only lt gt lt gt pa,"['brother', 'transfered', 'lt', 'gt', 'lt', 'gt', 'pa']","['brother', 'transfer', 'lt', 'gt', 'lt', 'gt', 'pa']","['brother', 'transfer', 'lt', 'gt', 'lt', 'gt', 'pa']",brother transfered lt gt lt gt pa,brother transfer lt gt lt gt pa,brother transfer lt gt lt gt pa
ham,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cann t listen me,"['calls', 'later', 'afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'south', 'mumbai', 'hear', 'cann', 'listen']","['call', 'later', 'afternoon', 'onword', 'mtnl', 'servic', 'get', 'problem', 'south', 'mumbai', 'hear', 'cann', 'listen']","['call', 'later', 'afternoon', 'onwords', 'mtnl', 'service', 'get', 'problem', 'south', 'mumbai', 'hear', 'cann', 'listen']",calls later afternoon onwords mtnl service get problem south mumbai hear cann listen,call later afternoon onword mtnl servic get problem south mumbai hear cann listen,call later afternoon onwords mtnl service get problem south mumbai hear cann listen
spam,83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,uk break accommodationvouchers terms conditions apply claim you mustprovide your claim number which is,"['uk', 'break', 'accommodationvouchers', 'terms', 'conditions', 'apply', 'claim', 'mustprovide', 'claim', 'number']","['uk', 'break', 'accommodationvouch', 'term', 'condit', 'appli', 'claim', 'mustprovid', 'claim', 'number']","['uk', 'break', 'accommodationvouchers', 'term', 'condition', 'apply', 'claim', 'mustprovide', 'claim', 'number']",uk break accommodationvouchers terms conditions apply claim mustprovide claim number,uk break accommodationvouch term condit appli claim mustprovid claim number,uk break accommodationvouchers term condition apply claim mustprovide claim number
ham,Talk to g and x about that,talk to g and x about that,['talk'],['talk'],['talk'],talk,talk,talk
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),hai dear friends this is my new amp present number by rajitha raj ranju,"['hai', 'dear', 'friends', 'new', 'amp', 'present', 'number', 'rajitha', 'raj', 'ranju']","['hai', 'dear', 'friend', 'new', 'amp', 'present', 'number', 'rajitha', 'raj', 'ranju']","['hai', 'dear', 'friends', 'new', 'amp', 'present', 'number', 'rajitha', 'raj', 'ranju']",hai dear friends new amp present number rajitha raj ranju,hai dear friend new amp present number rajitha raj ranju,hai dear friends new amp present number rajitha raj ranju
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,p alfie moon s children in need song on ur mob tell ur m s txt tone charity to for nokias or poly charity for polys zed profit charity,"['alfie', 'moon', 'children', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'txt', 'tone', 'charity', 'nokias', 'poly', 'charity', 'polys', 'zed', 'profit', 'charity']","['alfi', 'moon', 'children', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'txt', 'tone', 'chariti', 'nokia', 'poli', 'chariti', 'poli', 'zed', 'profit', 'chariti']","['alfie', 'moon', 'child', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'txt', 'tone', 'charity', 'nokias', 'poly', 'charity', 'polys', 'zed', 'profit', 'charity']",alfie moon children need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity,alfi moon children need song ur mob tell ur txt tone chariti nokia poli chariti poli zed profit chariti,alfie moon child need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
ham,As in different styles?,as in different styles,"['different', 'styles']","['differ', 'style']","['different', 'style']",different styles,differ style,different style
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,win a shopping spree every week starting now play text store to skilgme tscs winawk age perweeksub,"['win', 'shopping', 'spree', 'every', 'week', 'starting', 'play', 'text', 'store', 'skilgme', 'tscs', 'winawk', 'age', 'perweeksub']","['win', 'shop', 'spree', 'everi', 'week', 'start', 'play', 'text', 'store', 'skilgm', 'tsc', 'winawk', 'age', 'perweeksub']","['win', 'shopping', 'spree', 'every', 'week', 'start', 'play', 'text', 'store', 'skilgme', 'tscs', 'winawk', 'age', 'perweeksub']",win shopping spree every week starting play text store skilgme tscs winawk age perweeksub,win shop spree everi week start play text store skilgm tsc winawk age perweeksub,win shopping spree every week start play text store skilgme tscs winawk age perweeksub
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,gud ni dear slp well take care swt dreams muah,"['gud', 'ni', 'dear', 'slp', 'well', 'take', 'care', 'swt', 'dreams', 'muah']","['gud', 'ni', 'dear', 'slp', 'well', 'take', 'care', 'swt', 'dream', 'muah']","['gud', 'ni', 'dear', 'slp', 'well', 'take', 'care', 'swt', 'dream', 'muah']",gud ni dear slp well take care swt dreams muah,gud ni dear slp well take care swt dream muah,gud ni dear slp well take care swt dream muah
